sample_id,rho
188,0.6370276
189,0.72443885
190,0.67946196
191,0.61732143
192,0.6649799
193,0.86414266
194,0.64300317
195,0.78623116
196,0.6598331
197,0.8963226
198,0.6269951
199,0.7154479
200,0.6338511
201,0.60326433
202,0.94056153
203,0.7908787
204,0.9278638
205,0.8823616
206,0.8569364
207,0.8575507
208,0.6272188
209,0.733509
210,0.79076403
211,0.8064196
212,0.9271638
213,0.94402856
214,0.91605175
215,0.6945786
216,0.64454544
217,0.87979203
218,0.7978992
219,0.8872605
220,0.84562904
221,0.7083384
222,0.83148426
223,0.8314042
224,0.6017985
225,0.85069877
226,0.63710606
227,0.61466444
228,0.6248066
229,0.8165109
230,0.6423511
231,0.9029546
232,0.73141897
233,0.7713988
234,0.6952235
235,0.6652951
236,0.7615782
237,0.740868
238,0.9023174
239,0.6010284
240,0.6871944
241,0.88664895
242,0.77732503
243,0.7576674
244,0.8394977
245,0.7101748
246,0.9403668
247,0.7966624
248,0.6300586
249,0.7485644
250,0.74519354
251,0.77065754
252,0.90566516
253,0.74594694
254,0.80062044
255,0.6973113
256,0.68663096
257,0.94186634
258,0.92368865
259,0.91415614
260,0.9312883
261,0.67153037
262,0.7263083
263,0.7572126
264,0.6398717
265,0.73285675
266,0.6652978
267,0.9058087
268,0.79732287
269,0.7836005
270,0.8180619
271,0.84259206
272,0.6690486
273,0.9452504
274,0.6059048
275,0.7028913
276,0.63514465
277,0.7313323
278,0.80432314
279,0.817421
280,0.6915172
281,0.62449783
282,0.8924786
283,0.62432045
284,0.64855963
285,0.62532914
286,0.6093172
287,0.6421711
288,0.8627487
289,0.87233883
290,0.84883666
291,0.7872412
292,0.74153197
293,0.65140325
294,0.83879197
295,0.7174966
296,0.64232284
297,0.83413744
298,0.70742065
299,0.63580656
300,0.6661364
301,0.6298938
302,0.60577923
303,0.88290197
304,0.7959939
305,0.9118438
306,0.85750514
307,0.7148524
308,0.7708605
309,0.69857264
310,0.6312909
311,0.806985
312,0.6556119
313,0.837544
314,0.8234765
315,0.7873759
316,0.7004554
317,0.70963013
318,0.79552746
319,0.88320535
320,0.9321014
321,0.7335027
322,0.8981057
323,0.72814476
324,0.77132666
325,0.724774
326,0.6368428
327,0.81464165
328,0.7667946
329,0.6886792
330,0.7758043
331,0.7781087
332,0.7616949
333,0.8277577
334,0.78754896
335,0.71192247
336,0.8359565
337,0.89692694
338,0.87367845
339,0.9443817
340,0.7779869
341,0.6747836
342,0.6400935
343,0.92872053
344,0.7567346
345,0.9147842
346,0.61274415
347,0.6554643
348,0.7206078
349,0.73577535
350,0.74731183
351,0.7615518
352,0.6938542
353,0.73133326
354,0.6251126
355,0.91431177
356,0.6172757
357,0.85396135
358,0.7057242
359,0.6935828
360,0.82763547
361,0.6357379
362,0.83327174
363,0.6148794
364,0.65962464
365,0.6090192
366,0.71213615
367,0.7392745
368,0.9452843
369,0.9355088
370,0.8269968
371,0.910464
372,0.8683729
373,0.70862305
374,0.8478616
375,0.8292485
376,0.8631282
377,0.8865999
378,0.8260556
379,0.7245328
380,0.880281
381,0.7796504
382,0.64499474
383,0.8572007
384,0.8868758
385,0.8136596
386,0.7680848
387,0.644195
388,0.63598764
389,0.77017933
390,0.7973867
391,0.6109788
392,0.7548144
393,0.71524125
394,0.65008223
395,0.6077116
396,0.78998464
397,0.67712003
398,0.8768707
399,0.86410123
400,0.6050925
401,0.7499362
402,0.8556789
403,0.71023357
404,0.6625639
405,0.8864864
406,0.7333876
407,0.9107395
408,0.849028
409,0.8073409
410,0.6462661
411,0.6392952
412,0.68345916
413,0.8730098
414,0.61998075
415,0.72731197
416,0.6399931
417,0.909781
418,0.7218232
419,0.8481338
420,0.9432435
421,0.78774136
422,0.9004444
423,0.7582794
424,0.808214
425,0.8064549
426,0.7985844
427,0.6547239
428,0.892729
429,0.6847078
430,0.69636166
431,0.7015411
432,0.7541015
433,0.69710886
434,0.6611493
435,0.9484048
436,0.73253655
437,0.85008764
438,0.81309247
439,0.68458813
440,0.729381
441,0.9462411
442,0.9369147
443,0.94622135
444,0.7222667
445,0.76535577
446,0.7794332
447,0.7606627
448,0.61203057
449,0.877127
450,0.7954942
451,0.83477664
452,0.9165838
453,0.72747743
454,0.6440039
455,0.9058736
456,0.8467603
457,0.64524424
458,0.73500323
459,0.6225473
460,0.82974255
461,0.628129
462,0.71574014
463,0.61482316
464,0.67967665
465,0.8868855
466,0.63898176
467,0.6654762
468,0.8392384
469,0.72196686
470,0.8585017
471,0.79930145
472,0.93573016
473,0.7771441
474,0.7285856
475,0.83579105
476,0.7845241
477,0.84999007
478,0.83233047
479,0.90781903
480,0.7348627
481,0.7851398
482,0.78774774
483,0.66766685
484,0.89248013
485,0.6315753
486,0.8174261
487,0.6175904
488,0.9103501
489,0.8200369
490,0.8475171
491,0.7080441
492,0.87129503
493,0.6992937
494,0.7367303
495,0.9111756
496,0.7593281
497,0.87308985
498,0.6908743
499,0.6076994
500,0.8744484
501,0.72866327
502,0.6200583
503,0.72288716
504,0.86521333
505,0.8395784
506,0.78551155
507,0.8562325
508,0.6953406
509,0.66090053
510,0.6960737
511,0.7617855
512,0.8414229
513,0.936266
514,0.7410242
515,0.8865406
516,0.8325773
517,0.9203741
518,0.68181765
519,0.88268
520,0.6265418
521,0.9151676
522,0.8151543
523,0.8568219
524,0.7239072
525,0.6746887
526,0.6655262
527,0.948143
528,0.88572806
529,0.6783417
530,0.6694358
531,0.6816674
532,0.7976137
533,0.7202592
534,0.6175057
535,0.7169032
536,0.7408352
537,0.9420638
538,0.73086166
539,0.66675794
540,0.7987576
541,0.66397214
542,0.878548
543,0.93370265
544,0.9115125
545,0.7453108
546,0.7718727
547,0.93363065
548,0.6230783
549,0.86175483
550,0.84538776
551,0.614985
552,0.60882974
553,0.6175094
554,0.8533429
555,0.85915244
556,0.83968896
557,0.6123562
558,0.62695503
559,0.7343248
560,0.63491243
561,0.65443784
562,0.93767554
563,0.77985394
564,0.72896016
565,0.8513433
566,0.64109796
567,0.7461091
568,0.6444365
569,0.94021523
570,0.80648357
571,0.84769046
572,0.9470659
573,0.7787373
574,0.6399571
575,0.7053918
576,0.60666025
577,0.7154416
578,0.7430976
579,0.7027401
580,0.6558974
581,0.6500741
582,0.91948915
583,0.63015425
584,0.6120639
585,0.93464166
586,0.85198236
587,0.72221285
588,0.92791003
589,0.90082145
590,0.7420764
591,0.61939824
592,0.6750717
593,0.6247301
594,0.6366454
595,0.6621211
596,0.9432055
597,0.8406107
598,0.8854245
599,0.74715155
600,0.76119024
601,0.77601194
602,0.8036979
603,0.77848095
604,0.82810056
605,0.6972775
606,0.94697887
607,0.91000384
608,0.7210957
609,0.9019477
610,0.8879346
611,0.71213156
612,0.61541986
613,0.7022673
614,0.7724615
615,0.7437664
616,0.8064132
617,0.8249807
618,0.650883
619,0.8603956
620,0.6345787
621,0.6650491
622,0.74216855
623,0.80379844
624,0.6446338
625,0.9414153
626,0.67284846
627,0.7169898
628,0.86414045
629,0.70270044
630,0.6394687
631,0.74623835
632,0.85569924
633,0.80657125
634,0.6136758
635,0.74649906
636,0.7929372
637,0.9269328
638,0.83200556
639,0.8429366
640,0.7630156
641,0.67725843
642,0.7016271
643,0.9036716
644,0.84499407
645,0.7723099
646,0.8800433
647,0.86829585
648,0.65335125
649,0.9345792
650,0.79395133
651,0.88744384
652,0.63797367
653,0.71752006
654,0.6669321
655,0.7220225
656,0.6701251
657,0.676684
658,0.68180203
659,0.8191998
660,0.79707223
661,0.7862149
662,0.8680673
663,0.8813269
664,0.67003685
665,0.7028629
666,0.9374614
667,0.850566
668,0.7965522
669,0.76025164
670,0.8711703
671,0.88796866
672,0.7310957
673,0.61963344
674,0.94069165
675,0.78320307
676,0.81611705
677,0.69328207
678,0.90351546
679,0.7440219
680,0.9465856
681,0.8781481
682,0.7378985
683,0.9321344
684,0.87664974
685,0.7600842
686,0.6941363
687,0.65521234
688,0.94565785
689,0.7908413
690,0.73690134
691,0.7834398
692,0.638579
693,0.79891515
694,0.8210031
695,0.8391369
696,0.85310555
697,0.8723863
698,0.65559995
699,0.647024
700,0.6549846
701,0.6080759
702,0.804382
703,0.6501842
704,0.68647486
705,0.9389321
706,0.6576507
707,0.6582537
708,0.8356085
709,0.6454176
710,0.60161364
711,0.7029839
712,0.7135063
713,0.60507077
714,0.7225391
715,0.70471585
716,0.6088885
717,0.73194206
718,0.92291313
719,0.923801
720,0.8649358
721,0.7977796
722,0.85739386
723,0.7797782
724,0.7332649
725,0.7605054
726,0.69507515
727,0.76599437
728,0.8236568
729,0.73976153
730,0.84606737
731,0.64530206
732,0.71350193
733,0.7823749
734,0.80955863
735,0.92452407
736,0.636655
737,0.89662504
738,0.9456006
739,0.81946397
740,0.65133756
741,0.60814524
742,0.6230126
743,0.6334263
744,0.6198311
745,0.80575436
746,0.8486798
747,0.8700268
748,0.8484284
749,0.77595043
750,0.73723215
751,0.79136413
752,0.8781638
753,0.9366671
754,0.7726324
755,0.9257561
756,0.68613905
757,0.9093772
758,0.72170794
759,0.7225828
760,0.6617354
761,0.73792475
762,0.6436513
763,0.73825157
764,0.84303653
765,0.77718276
766,0.6630694
767,0.7759876
768,0.7949038
769,0.74624
770,0.92001134
771,0.8055162
772,0.9103907
773,0.72069174
774,0.9043389
775,0.8775006
776,0.84647405
777,0.65012354
778,0.68356586
779,0.8393891
780,0.877463
781,0.73912567
782,0.8097651
783,0.63153636
784,0.8224589
785,0.7493385
786,0.67807317
787,0.8499699
788,0.8953207
789,0.6998397
790,0.829964
791,0.83374804
792,0.68870324
793,0.7355169
794,0.89581126
795,0.6060446
796,0.72191906
797,0.90850884
798,0.79752713
799,0.6276839
800,0.92807937
801,0.7454317
802,0.78236216
803,0.73145086
804,0.6120713
805,0.6343162
806,0.8047751
807,0.6279036
808,0.7210631
809,0.6849082
810,0.86924136
811,0.78429484
812,0.82150227
813,0.92651254
814,0.9158984
815,0.930344
816,0.841121
817,0.8744273
818,0.67528296
819,0.83080006
820,0.66136014
821,0.9348793
822,0.8105004
823,0.6578756
824,0.770065
825,0.71035075
826,0.90673995
827,0.8302295
828,0.9120797
829,0.79633653
830,0.7763945
831,0.7403687
832,0.84123653
833,0.6473194
834,0.78373116
835,0.7488672
836,0.64285684
837,0.72435683
838,0.8480133
839,0.64745617
840,0.7987754
841,0.71671265
842,0.7341852
843,0.6963768
844,0.9425111
845,0.93899345
846,0.6890804
847,0.84633857
848,0.7749272
849,0.713982
850,0.7458237
851,0.8382414
852,0.6251807
853,0.79631025
854,0.7710572
855,0.88959324
856,0.6789701
857,0.79210657
858,0.9251946
859,0.7785637
860,0.74589014
861,0.8651807
862,0.8564126
863,0.90660053
864,0.6145957
865,0.91173995
866,0.834341
867,0.8082835
868,0.90779084
869,0.8251855
870,0.7537167
871,0.63618404
872,0.74190843
873,0.76946986
874,0.936842
875,0.6208497
876,0.89535266
877,0.63841844
878,0.94229496
879,0.762866
880,0.6558235
881,0.8174953
882,0.88317937
883,0.9256224
884,0.6337661
885,0.7520657
886,0.6063934
887,0.74473774
888,0.660707
889,0.85834426
890,0.67561126
891,0.8033598
892,0.67264074
893,0.8774098
894,0.60460013
895,0.7816342
896,0.8770311
897,0.85677785
898,0.8075054
899,0.6351322
900,0.6201239
901,0.74504507
902,0.8403296
903,0.6941702
904,0.6890598
905,0.86194634
906,0.8330377
907,0.73261374
908,0.80017287
909,0.81462467
910,0.7925833
911,0.77773637
912,0.8571747
913,0.8347302
914,0.703563
915,0.73900807
916,0.8913852
917,0.9325499
918,0.6635708
919,0.6152476
920,0.8694189
921,0.7062309
922,0.9303148
923,0.72155285
924,0.84567136
925,0.94354343
926,0.82132703
927,0.7615923
928,0.8094697
929,0.94797236
930,0.7081383
931,0.6885277
932,0.8291265
933,0.7339164
934,0.7850721
935,0.8299954
936,0.9111552
937,0.72799665
938,0.65090096
939,0.87950015
940,0.73367757
941,0.80530035
942,0.8175008
943,0.8162768
944,0.9128283
945,0.84658444
946,0.9037752
947,0.6334556
948,0.7102704
949,0.8253743
950,0.6732176
951,0.74431324
952,0.8571809
953,0.82577527
954,0.8973149
955,0.896855
956,0.6182451
957,0.7917558
958,0.8542925
959,0.6508943
960,0.8740334
961,0.9478064
962,0.91909456
963,0.78346413
964,0.64989316
965,0.81958306
966,0.89556056
967,0.61489105
968,0.78969544
969,0.85157126
970,0.8666757
971,0.74001414
972,0.84353817
973,0.63503873
974,0.8388066
975,0.93121195
976,0.7063872
977,0.8467378
978,0.7497771
979,0.8327795
980,0.60062474
981,0.84621197
982,0.64485025
983,0.8808418
984,0.82612485
985,0.85557437
986,0.9135487
987,0.88137627
988,0.7225561
989,0.7055199
990,0.836388
991,0.6961335
992,0.81862843
993,0.7968518
994,0.93439746
995,0.6713174
996,0.8203829
997,0.8984292
998,0.8214935
999,0.6235144
1000,0.91497606
1001,0.6381164
1002,0.864641
1003,0.8699939
1004,0.6614901
1005,0.74872327
1006,0.83750117
1007,0.6677189
1008,0.7235152
1009,0.6378725
1010,0.93091565
1011,0.88313055
1012,0.74172974
1013,0.8062912
1014,0.8289389
1015,0.8542701
1016,0.7179855
1017,0.9106232
1018,0.7591136
1019,0.6523032
1020,0.6348363
1021,0.6573149
1022,0.6853511
1023,0.81011987
1024,0.68394345
1025,0.86671615
1026,0.6602294
1027,0.8882722
1028,0.82480407
1029,0.79936916
1030,0.703032
1031,0.7056591
1032,0.7082708
1033,0.72963285
1034,0.8386858
1035,0.74336886
1036,0.8674316
1037,0.7820613
1038,0.85437816
1039,0.8372293
1040,0.83445734
1041,0.9080262
1042,0.73319674
1043,0.7540719
1044,0.6967322
1045,0.83223563
1046,0.89195305
1047,0.8209895
1048,0.7349593
1049,0.7451862
1050,0.80809224
1051,0.93345684
1052,0.6044885
1053,0.6449868
1054,0.90110576
1055,0.684034
1056,0.7588987
1057,0.94168437
1058,0.8839345
1059,0.91574645
1060,0.6795198
1061,0.94709235
1062,0.930275
1063,0.8112768
1064,0.7554126
1065,0.7612877
1066,0.6900117
1067,0.85476756
1068,0.80637485
1069,0.72542286
1070,0.889356
1071,0.85488963
1072,0.612651
1073,0.61447865
1074,0.68802476
1075,0.6643762
1076,0.8049229
1077,0.6927678
1078,0.8139319
1079,0.852788
1080,0.87337613
1081,0.7389937
1082,0.8430655
1083,0.9455902
1084,0.6178743
1085,0.6618599
1086,0.90923315
1087,0.7316386
1088,0.8738799
1089,0.8010532
1090,0.7830748
1091,0.85374784
1092,0.77225786
1093,0.9291773
1094,0.7573781
1095,0.7123161
1096,0.9036558
1097,0.71874297
1098,0.65179646
1099,0.73805857
1100,0.60765374
1101,0.88326347
1102,0.8594511
1103,0.7174506
1104,0.8169185
1105,0.72571176
1106,0.8646014
1107,0.7394448
1108,0.75069994
1109,0.810458
1110,0.9327125
1111,0.678625
1112,0.72853583
1113,0.9263514
1114,0.6281485
1115,0.6537995
1116,0.6836874
1117,0.86625093
1118,0.6253588
1119,0.67528397
1120,0.6843764
1121,0.65208036
1122,0.6794714
1123,0.66682076
1124,0.8314289
1125,0.8742098
1126,0.6519685
1127,0.75628924
1128,0.94958216
1129,0.70232356
1130,0.7475819
1131,0.8573416
1132,0.7783999
1133,0.8410038
1134,0.8378029
1135,0.77295023
1136,0.66007775
1137,0.8710773
1138,0.8362198
1139,0.8132908
1140,0.7620058
1141,0.8430015
1142,0.7117022
1143,0.79434425
1144,0.7581631
1145,0.6821974
1146,0.94207436
1147,0.6746119
1148,0.6146777
1149,0.647076
1150,0.923105
1151,0.68102026
1152,0.70057344
1153,0.8850502
1154,0.83788043
1155,0.9420039
1156,0.76096064
1157,0.90899974
1158,0.7508843
1159,0.93085736
1160,0.8959482
1161,0.6368979
1162,0.67709816
1163,0.9113092
1164,0.67040664
1165,0.912256
1166,0.91094524
1167,0.92661375
1168,0.6795895
1169,0.91289634
1170,0.7623985
1171,0.94223785
1172,0.7462606
1173,0.90169585
1174,0.71466434
1175,0.8671027
1176,0.93058044
1177,0.9176543
1178,0.6689243
1179,0.9485854
1180,0.66391563
1181,0.9018268
1182,0.88975
1183,0.83605486
1184,0.6275394
1185,0.7366467
1186,0.76699936
1187,0.9150745
1188,0.6153095
1189,0.74212676
1190,0.8124411
1191,0.91313773
1192,0.7306842
1193,0.6048846
1194,0.83347535
1195,0.87513876
1196,0.8495146
1197,0.82433254
1198,0.795977
1199,0.94253665
1200,0.7554657
1201,0.92309326
1202,0.6927818
1203,0.9003478
1204,0.8114548
1205,0.88509655
1206,0.7281233
1207,0.75853133
1208,0.8007583
1209,0.8938291
1210,0.7329398
1211,0.8841843
1212,0.7122228
1213,0.6995128
1214,0.6203654
1215,0.63818836
1216,0.7461269
1217,0.8605973
1218,0.7986959
1219,0.79606175
1220,0.672349
1221,0.75724983
1222,0.67272425
1223,0.77649117
1224,0.71371996
1225,0.78022474
1226,0.91672736
1227,0.61472034
1228,0.9119838
1229,0.6052196
1230,0.6429074
1231,0.7744441
1232,0.7381275
1233,0.6025716
1234,0.7369723
1235,0.87512296
1236,0.8255629
1237,0.9255525
1238,0.943788
1239,0.68571526
1240,0.71671176
1241,0.85796905
1242,0.7075606
1243,0.7358634
1244,0.6526488
1245,0.69863594
1246,0.7726107
1247,0.9069146
1248,0.742427
1249,0.9312229
1250,0.8015221
1251,0.6769276
1252,0.90804917
1253,0.9000278
1254,0.9143142
1255,0.6980601
1256,0.94245327
1257,0.6629824
1258,0.64980346
1259,0.7039486
1260,0.85271657
1261,0.8187664
1262,0.66577166
1263,0.8026117
1264,0.6903759
1265,0.70717204
1266,0.8159317
1267,0.8096403
1268,0.6160515
1269,0.7334286
1270,0.67803746
1271,0.74938726
1272,0.6924799
1273,0.7872728
1274,0.9116198
1275,0.7450039
1276,0.92726016
1277,0.6808452
1278,0.8629913
1279,0.7574208
1280,0.691929
1281,0.87627053
1282,0.780676
1283,0.8055113
1284,0.78815806
1285,0.8130556
1286,0.91795254
1287,0.8719675
1288,0.6588303
1289,0.6066381
1290,0.8102379
1291,0.7101054
1292,0.92397076
1293,0.8422401
1294,0.61138403
1295,0.8263742
1296,0.9145926
1297,0.7074184
1298,0.8326364
1299,0.888752
1300,0.79358315
1301,0.71530724
1302,0.87097234
1303,0.7519336
1304,0.787436
1305,0.9055372
1306,0.7985085
1307,0.89880574
1308,0.83254564
1309,0.6132345
1310,0.65879124
1311,0.69073534
1312,0.8994293
1313,0.7977784
1314,0.85251296
1315,0.7114219
1316,0.658776
1317,0.82824737
1318,0.7007549
1319,0.6779033
1320,0.6767154
1321,0.7412477
1322,0.672187
1323,0.71343046
1324,0.68512315
1325,0.6353102
1326,0.87360793
1327,0.6356998
1328,0.94680375
1329,0.7342311
1330,0.7588827
1331,0.7715157
1332,0.6957102
1333,0.9473661
1334,0.8050371
1335,0.949344
1336,0.6705841
1337,0.6725273
1338,0.8414762
1339,0.93931925
1340,0.65294224
1341,0.64592534
1342,0.87873876
1343,0.7364201
1344,0.64383554
1345,0.92988014
1346,0.6480538
1347,0.923108
1348,0.7303539
1349,0.60428214
1350,0.8602756
1351,0.89102215
1352,0.6557098
1353,0.9112115
1354,0.7210525
1355,0.69718814
1356,0.85777605
1357,0.74921715
1358,0.77728516
1359,0.7022879
1360,0.732726
1361,0.6684761
1362,0.7074506
1363,0.6113241
1364,0.7935888
1365,0.76030475
1366,0.7695713
1367,0.6644982
1368,0.7093702
1369,0.8944237
1370,0.74356914
1371,0.6210646
1372,0.79436594
1373,0.71014684
1374,0.6415173
1375,0.8591821
1376,0.7416486
1377,0.72785443
1378,0.8900139
1379,0.8783345
1380,0.9410057
1381,0.90931904
1382,0.6759689
1383,0.9357523
1384,0.8013963
1385,0.75590044
1386,0.74880576
1387,0.7929642
1388,0.6380123
1389,0.9470686
1390,0.8090484
1391,0.93358713
1392,0.8015812
1393,0.6539896
1394,0.91589504
1395,0.65224624
1396,0.6765705
1397,0.9477208
1398,0.8422108
1399,0.7691086
1400,0.7709698
1401,0.849893
1402,0.72787285
1403,0.64648676
1404,0.8855872
1405,0.818447
1406,0.91308546
1407,0.86625063
1408,0.76728505
1409,0.82235765
1410,0.76305336
1411,0.89656025
1412,0.8123572
1413,0.65353185
1414,0.68650156
1415,0.75005174
1416,0.7535712
1417,0.6473001
1418,0.947556
1419,0.87668
1420,0.85696745
1421,0.74416614
1422,0.69399315
1423,0.7942792
1424,0.79982877
1425,0.630697
1426,0.8176386
1427,0.94325644
1428,0.8274534
1429,0.62932897
1430,0.7796419
1431,0.76860213
1432,0.9433597
1433,0.87278926
1434,0.8284921
1435,0.7998256
1436,0.7444256
1437,0.771311
1438,0.7549162
1439,0.60517997
1440,0.8122916
1441,0.6236871
1442,0.7975825
1443,0.77876306
1444,0.6804941
1445,0.7778736
1446,0.75144744
1447,0.7672555
1448,0.88916737
1449,0.6712575
1450,0.8828399
1451,0.920951
1452,0.8667624
1453,0.79598546
1454,0.72952056
1455,0.83743834
1456,0.8425044
1457,0.70674205
1458,0.67923546
1459,0.7052397
1460,0.6836251
1461,0.68146765
1462,0.6092504
1463,0.8634265
1464,0.8149327
1465,0.7787976
1466,0.64249665
1467,0.707422
1468,0.88649863
1469,0.6351408
1470,0.91830754
1471,0.9349709
1472,0.8354322
1473,0.6998308
1474,0.7605853
1475,0.6894246
1476,0.8391444
1477,0.8727194
1478,0.7925466
1479,0.8422373
1480,0.86104774
1481,0.87825966
1482,0.8389366
1483,0.945765
1484,0.91933835
1485,0.6131788
1486,0.88691854
1487,0.90510994
1488,0.81593394
1489,0.7600765
1490,0.7285685
1491,0.90951645
1492,0.91377926
1493,0.8598135
1494,0.8678532
1495,0.8728743
1496,0.9000771
1497,0.80223006
1498,0.9427467
1499,0.70430356
1500,0.8770973
1501,0.6959316
1502,0.764231
1503,0.8185772
1504,0.8366457
1505,0.6654929
1506,0.6305505
1507,0.7582979
1508,0.845428
1509,0.92489845
1510,0.92700344
1511,0.8986072
1512,0.69642746
1513,0.61054593
1514,0.84478235
1515,0.7423895
1516,0.92016554
1517,0.87832
1518,0.7673437
1519,0.9300289
1520,0.6967041
1521,0.7662033
1522,0.72417885
1523,0.70198363
1524,0.85252786
1525,0.6941984
1526,0.6306177
1527,0.9100517
1528,0.90967166
1529,0.7127764
1530,0.61663455
1531,0.7368035
1532,0.7185708
1533,0.71922886
1534,0.880265
1535,0.6731165
1536,0.6459516
1537,0.8221924
1538,0.68758255
1539,0.842923
1540,0.84840345
1541,0.7501421
1542,0.6706809
1543,0.77591443
1544,0.7690835
1545,0.8999267
1546,0.7413738
1547,0.73225504
1548,0.7625144
1549,0.60627663
1550,0.89311993
1551,0.9427689
1552,0.6101183
1553,0.69297194
1554,0.61533904
1555,0.65329087
1556,0.93580467
1557,0.8074443
1558,0.6083008
1559,0.73432183
1560,0.8166411
1561,0.7272039
1562,0.6932097
1563,0.6814716
1564,0.89015377
1565,0.6661617
1566,0.7948997
1567,0.6644552
1568,0.69631875
1569,0.8876724
1570,0.8915691
1571,0.9389363
1572,0.6268288
1573,0.83489716
1574,0.91895086
1575,0.6145319
1576,0.8661233
1577,0.9369788
1578,0.94208544
1579,0.9455004
1580,0.87197703
1581,0.62965125
1582,0.7664066
1583,0.6504479
1584,0.6163697
1585,0.8515376
1586,0.639063
1587,0.73467255
1588,0.687602
1589,0.79323775
1590,0.8139608
1591,0.7609863
1592,0.7319425
1593,0.8906403
1594,0.6534787
1595,0.85555434
1596,0.84930897
1597,0.9405609
1598,0.61943805
1599,0.8493095
1600,0.94477755
1601,0.92770404
1602,0.89047515
1603,0.67007905
1604,0.6153789
1605,0.73461366
1606,0.8147797
1607,0.7388233
1608,0.71844643
1609,0.7404267
1610,0.8279493
1611,0.9049762
1612,0.8995303
1613,0.72359985
1614,0.7972921
1615,0.6798121
1616,0.7532622
1617,0.72160447
1618,0.854847
1619,0.7764308
1620,0.6853327
1621,0.92517215
1622,0.90847677
1623,0.84347725
1624,0.72808754
1625,0.73007345
1626,0.9392422
1627,0.6013436
1628,0.9151267
1629,0.7416791
1630,0.6861888
1631,0.78835887
1632,0.7163819
1633,0.69173735
1634,0.6160917
1635,0.6600703
1636,0.9299364
1637,0.9348725
1638,0.8802356
1639,0.6142283
1640,0.83275384
1641,0.622298
1642,0.6392784
1643,0.7791084
1644,0.68531275
1645,0.781906
1646,0.8265333
1647,0.80158854
1648,0.91362506
1649,0.8005573
1650,0.7859797
1651,0.80996555
1652,0.734357
1653,0.82814443
1654,0.8287881
1655,0.73734057
1656,0.8557552
1657,0.8662321
1658,0.7000528
1659,0.9248478
1660,0.7090623
1661,0.79423964
1662,0.9030965
1663,0.79557973
1664,0.87069
1665,0.7732549
1666,0.8965044
1667,0.6990958
1668,0.6812063
1669,0.68028784
1670,0.6835578
1671,0.7483402
1672,0.78648585
1673,0.7758719
1674,0.6628664
